index,name,r,g,b
11153,ctx_lh_S_front_inf,221,220,20
11154,ctx_lh_S_front_middle,141,20,100
11155,ctx_lh_S_front_sup,61,220,100
11156,ctx_lh_S_interm_prim_Jensen,141,60,20
11157,ctx_lh_S_intrapariet_and_P_trans,143,20,220
11158,ctx_lh_S_oc_middle_and_Lunatus,101,60,220
11159,ctx_lh_S_oc_sup_and_transversal,21,20,140
11160,ctx_lh_S_occipital_ant,61,20,180
11161,ctx_lh_S_oc_temp_lat,221,140,20
11162,ctx_lh_S_oc_temp_med_and_Lingual,141,100,220
11163,ctx_lh_S_orbital_lateral,221,100,20
11164,ctx_lh_S_orbital_med_olfact,181,200,20
11165,ctx_lh_S_orbital_H_Shaped,101,20,20
11166,ctx_lh_S_parieto_occipital,101,100,180
11167,ctx_lh_S_pericallosal,181,220,20
11168,ctx_lh_S_postcentral,21,140,200
11169,ctx_lh_S_precentral_inf_part,21,20,240
11170,ctx_lh_S_precentral_sup_part,21,20,200
11171,ctx_lh_S_suborbital,21,20,60
11172,ctx_lh_S_subparietal,101,60,60
11173,ctx_lh_S_temporal_inf,21,180,180
11174,ctx_lh_S_temporal_sup,223,220,60
11175,ctx_lh_S_temporal_transverse,221,60,60
12100,ctx_rh_Unknown,0,0,0
12101,ctx_rh_G_and_S_frontomargin,23,220,60
12102,ctx_rh_G_and_S_occipital_inf,23,60,180
12103,ctx_rh_G_and_S_paracentral,63,100,60
12104,ctx_rh_G_and_S_subcentral,63,20,220
12105,ctx_rh_G_and_S_transv_frontopol,13,0,250
12106,ctx_rh_G_and_S_cingul_Ant,26,60,0
12107,ctx_rh_G_and_S_cingul_Mid_Ant,26,60,75
12108,ctx_rh_G_and_S_cingul_Mid_Post,26,60,150
12109,ctx_rh_G_cingul_Post_dorsal,25,60,250
12110,ctx_rh_G_cingul_Post_ventral,60,25,25
12111,ctx_rh_G_cuneus,180,20,20
12112,ctx_rh_G_front_inf_Opercular,220,20,100
12113,ctx_rh_G_front_inf_Orbital,140,60,60
12114,ctx_rh_G_front_inf_Triangul,180,220,140
12115,ctx_rh_G_front_middle,140,100,180
12116,ctx_rh_G_front_sup,180,20,140
12117,ctx_rh_G_Ins_lg_and_S_cent_ins,23,10,10
12118,ctx_rh_G_insular_short,225,140,140
12119,ctx_rh_G_occipital_middle,180,60,180
12120,ctx_rh_G_occipital_sup,20,220,60
12121,ctx_rh_G_oc_temp_lat_fusifor,60,20,140
12122,ctx_rh_G_oc_temp_med_Lingual,220,180,140
12123,ctx_rh_G_oc_temp_med_Parahip,65,100,20
12124,ctx_rh_G_orbital,220,60,20
12125,ctx_rh_G_pariet_inf_Angular,20,60,220
12126,ctx_rh_G_pariet_inf_Supramar,100,100,60
12127,ctx_rh_G_parietal_sup,220,180,220
12128,ctx_rh_G_postcentral,20,180,140
12129,ctx_rh_G_precentral,60,140,180
12130,ctx_rh_G_precuneus,25,20,140
12131,ctx_rh_G_rectus,20,60,100
12132,ctx_rh_G_subcallosal,60,220,20
12133,ctx_rh_G_temp_sup_G_T_transv,60,60,220
12134,ctx_rh_G_temp_sup_Lateral,220,60,220
12135,ctx_rh_G_temp_sup_Plan_polar,65,220,60
12136,ctx_rh_G_temp_sup_Plan_tempo,25,140,20
12137,ctx_rh_G_temporal_inf,220,220,100
12138,ctx_rh_G_temporal_middle,180,60,60
12139,ctx_rh_Lat_Fis_ant_Horizont,61,20,220
12140,ctx_rh_Lat_Fis_ant_Vertical,61,20,60
12141,ctx_rh_Lat_Fis_post,61,60,100
12142,ctx_rh_Medial_wall,25,25,25
12143,ctx_rh_Pole_occipital,140,20,60
12144,ctx_rh_Pole_temporal,220,180,20
12145,ctx_rh_S_calcarine,63,180,180
12146,ctx_rh_S_central,221,20,10
12147,ctx_rh_S_cingul_Marginalis,221,20,100
12148,ctx_rh_S_circular_insula_ant,221,60,140
12149,ctx_rh_S_circular_insula_inf,221,20,220
12150,ctx_rh_S_circular_insula_sup,61,220,220
12151,ctx_rh_S_collat_transv_ant,100,200,200
12152,ctx_rh_S_collat_transv_post,10,200,200
12153,ctx_rh_S_front_inf,221,220,20
12154,ctx_rh_S_front_middle,141,20,100
12155,ctx_rh_S_front_sup,61,220,100
12156,ctx_rh_S_interm_prim_Jensen,141,60,20
12157,ctx_rh_S_intrapariet_and_P_trans,143,20,220
12158,ctx_rh_S_oc_middle_and_Lunatus,101,60,220
12159,ctx_rh_S_oc_sup_and_transversal,21,20,140
12160,ctx_rh_S_occipital_ant,61,20,180
12161,ctx_rh_S_oc_temp_lat,221,140,20
12162,ctx_rh_S_oc_temp_med_and_Lingual,141,100,220
12163,ctx_rh_S_orbital_lateral,221,100,20
12164,ctx_rh_S_orbital_med_olfact,181,200,20
12165,ctx_rh_S_orbital_H_Shaped,101,20,20
12166,ctx_rh_S_parieto_occipital,101,100,180
12167,ctx_rh_S_pericallosal,181,220,20
12168,ctx_rh_S_postcentral,21,140,200
12169,ctx_rh_S_precentral_inf_part,21,20,240
12170,ctx_rh_S_precentral_sup_part,21,20,200
12171,ctx_rh_S_suborbital,21,20,60
12172,ctx_rh_S_subparietal,101,60,60
12173,ctx_rh_S_temporal_inf,21,180,180
12174,ctx_rh_S_temporal_sup,223,220,60
12175,ctx_rh_S_temporal_transverse,221,60,60
